ngram,COMP,NEG,NEUT,POS
식물/NNG,0,0,0,2
식물/NNG 없/VA,0,0,0,1
식물/NNG 없/VA 는/ETM,0,0,0,1
식물/NNG 을/JKO,0,0,0,1
식물/NNG 을/JKO 생각/NNG,0,0,0,1
식민/NNG,0,2,0,1
식민/NNG 화/XSN,0,1,0,1
식민/NNG 화/XSN 전략/NNG,0,1,0,0
식민/NNG 화/XSN 프로젝트/NNG,0,0,0,1
식욕/NNG,0,0,0,1
식욕/NNG 부진/NNG,0,0,0,1
식탁/NNG,0,1,0,0
식탁/NNG 을/JKO,0,1,0,0
식탁/NNG 을/JKO 점령/NNG,0,1,0,0
식품/NNG,0,1,0,0
식품/NNG 이/JKS,0,1,0,0
식품/NNG 이/JKS 우리/NP,0,1,0,0
신/NNG,0,0,0,6
신/NNG 나/VV,0,0,0,3
신/NNG 나/VV 게/EC,0,0,0,1
신/NNG 들리/VV,0,0,0,1
신/NNG 들리/VV ㄴ/ETM,0,0,0,1
신/NNG 이/JKS,0,0,0,2
신/NNG 이/JKS 나/VV,0,0,0,2
신/XPN,0,0,0,2
신/XPN 세대/NNG,0,0,0,1
신/XPN 세대/NNG 바람/NNG,0,0,0,1
신/XPN 제품/NNG,0,0,0,1
신/XPN 제품/NNG 의/JKG,0,0,0,1
신경/NNG,0,0,0,1
신경/NNG 계통/NNG,0,0,0,1
신경/NNG 계통/NNG 의/JKG,0,0,0,1
신기/NNG,0,0,0,1
신기/NNG 가/JKS,0,0,0,1
신기/NNG 가/JKS 무대/NNG,0,0,0,1
신기/XR,0,0,0,1
신기/XR 하/XSA,0,0,0,1
신기/XR 하/XSA ㄴ/ETM,0,0,0,1
신동/NNG,0,0,0,1
신동/NNG 으로/JKB,0,0,0,1
신동/NNG 으로/JKB 알리/VV,0,0,0,1
신라/NNP,0,0,0,1
신라/NNP 의/JKG,0,0,0,1
신라/NNP 의/JKG 중요/XR,0,0,0,1
신뢰/NNG,0,0,0,1
신명/NNG,0,0,0,1
신명/NNG 나/VV,0,0,0,1
신문/NNG,0,0,0,2
신문/NNG 을/JKO,0,0,0,2
신문/NNG 을/JKO 입/VV,0,0,0,2
신비/NNG,0,0,0,1
신비/NNG 스럽/XSA,0,0,0,1
신속히/MAG,0,0,0,1
신속히/MAG 대응/NNG,0,0,0,1
신속히/MAG 대응/NNG 하/XSV,0,0,0,1
신화/NNG,0,0,0,2
신화/NNG 를/JKO,0,0,0,1
신화/NNG 를/JKO 만들/VV,0,0,0,1
신화/NNG 적/XSN,0,0,0,1
신화/NNG 적/XSN 인식/NNG,0,0,0,1
실감/NNG,0,0,0,3
실감/NNG 나/VV,0,0,0,2
실감/NNG 하/XSV,0,0,0,1
실로/MAG,0,2,0,0
실로/MAG 어처구니/NNG,0,1,0,0
실로/MAG 어처구니/NNG 없/VA,0,1,0,0
실로/MAG 유감/NNG,0,1,0,0
실로/MAG 유감/NNG 스럽/XSA,0,1,0,0
실마리/NNG,0,0,0,1
실마리/NNG 를/JKO,0,0,0,1
실마리/NNG 를/JKO 제공/NNG,0,0,0,1
실명/NNG,0,2,0,0
실명/NNG 제/XSN,0,2,0,0
실명/NNG 제/XSN 위반/NNG,0,2,0,0
실상/NNG,0,1,0,0
실상/NNG 을/JKO,0,1,0,0
실상/NNG 을/JKO 입/NNG,0,1,0,0
실용/NNG,0,0,0,1
실용/NNG 적/XSN,0,0,0,1
실용/NNG 적/XSN 이/VCP,0,0,0,1
실정/NNG,0,0,0,1
실정/NNG 에/JKB,0,0,0,1
실정/NNG 에/JKB 대하/VV,0,0,0,1
실제/NNG,0,0,0,1
실조/NNG,0,1,0,0
실천/NNG,0,0,0,3
실천/NNG 을/JKO,0,0,0,1
실천/NNG 을/JKO 부추기/VV,0,0,0,1
실천/NNG 하/XSV,0,0,0,1
실천/NNG 하/XSV 아야/EC,0,0,0,1
실패자/NNG,0,0,0,1
실패자/NNG 이/VCP,0,0,0,1
실패자/NNG 이/VCP 다/EF,0,0,0,1
실현/NNG,0,1,0,3
실현/NNG 가능/XR,0,1,0,0
실현/NNG 가능/XR 성/XSN,0,1,0,0
실현/NNG 되/XSV,0,0,0,1
실현/NNG 을/JKO,0,0,0,1
실현/NNG 을/JKO 뜻/NNG,0,0,0,1
싫/VA,0,0,0,1
싫/VA 은/ETM,0,0,0,1
싫/VA 은/ETM 학생/NNG,0,0,0,1
싫어하/VV,0,1,0,0
싫증/NNG,0,1,0,0
싫증/NNG 을/JKO,0,1,0,0
싫증/NNG 을/JKO 내/VV,0,1,0,0
심각/NNG,0,1,0,0
심각/NNG 성/XSN,0,1,0,0
심각/NNG 성/XSN 을/JKO,0,1,0,0
심각/XR,0,1,0,0
심각/XR 하/XSA,0,1,0,0
심근/NNG,0,0,0,1
심근/NNG 경색/NNG,0,0,0,1
심리/NNG,1,0,0,1
심리/NNG 를/JKO,0,0,0,1
심리/NNG 를/JKO 담/VV,0,0,0,1
심부전증/NNG,0,0,0,1
심부전증/NNG 등/NNB,0,0,0,1
심부전증/NNG 등/NNB 심장/NNG,0,0,0,1
심심찮/VA,0,0,1,0
심심찮/VA 게/EC,0,0,1,0
심위/NNG,0,0,0,1
심위/NNG 에/JKB,0,0,0,1
심위/NNG 에/JKB 의/JKG,0,0,0,1
심장/NNG,1,0,0,1
심장/NNG 질환/NNG,0,0,0,1
심장/NNG 질환/NNG 의/JKG,0,0,0,1
심장/NNG 하/XSA,1,0,0,0
심지어/MAG,0,0,0,2
심화/NNG,0,1,0,1
심화/NNG 시키/XSV,0,0,0,1
심화/NNG 시키/XSV 고/EC,0,0,0,1
심화/NNG 하/XSV,0,1,0,0
심회/NNG,0,1,0,0
심회/NNG 가/JKS,0,1,0,0
심회/NNG 가/JKS 돋아나/VV,0,1,0,0
십상/NNG,0,1,0,0
십상/NNG 이/VCP,0,1,0,0
싶/VX,0,1,0,22
싶/VX 다는/ETM,0,0,0,1
싶/VX 다는/ETM 욕심/NNG,0,0,0,1
싶/VX 습니다/EF,0,0,0,1
싶/VX 어/EC,0,0,0,3
싶/VX 어/EC 하/VX,0,0,0,2
싶/VX 어/EF,0,0,0,1
싶/VX 어요/EF,0,0,0,1
싶/VX 었/EP,0,0,0,2
싶/VX 었/EP 을까/EF,0,0,0,1
싶/VX 었/EP 지만/EC,0,0,0,1
싶/VX 은/ETM,0,1,0,2
싶/VX 은/ETM 기분/NNG,0,1,0,1
싶/VX 은/ETM 마음/NNG,0,0,0,1
싸/VA,0,0,0,6
싸/VA 게/EC,0,0,0,2
싸/VA 게/EC 사/VV,0,0,0,1
싸/VA 게/EC 팔/VV,0,0,0,1
싸/VA 고/EC,0,0,0,1
싸/VA 고/EC 좋/VA,0,0,0,1
싸/VA ㄴ/ETM,0,0,0,2
싸/VA ㄴ/ETM 값/NNG,0,0,0,2
싸구려/NNG,0,0,0,1
싸구려/NNG 로/JKB,0,0,0,1
싸구려/NNG 로/JKB 둔갑/NNG,0,0,0,1
싸늘/XR,0,1,0,0
싸늘/XR 하/XSA,0,1,0,0
싸우/VV,0,2,0,0
싸움/NNG,0,1,0,0
싸움/NNG 을/JKO,0,1,0,0
싸움/NNG 을/JKO 일으키/VV,0,1,0,0
쌓/VV,0,0,0,1
써먹/VV,0,0,0,1
써먹/VV 지/EC,0,0,0,1
써먹/VV 지/EC 못하/VX,0,0,0,1
썩이/VV,0,1,0,0
쏟/VV,0,0,1,2
쏟/VV 아/EC,0,0,1,0
쏟/VV 아/EC 지/VX,0,0,1,0
쏟아지/VV,0,0,0,1
쏠리/VV,0,0,0,1
쏠쏠/XR,0,0,0,1
쏠쏠/XR 하/XSA,0,0,0,1
쏴아아/MAG,0,0,0,1
쏴아아/MAG 열리/VV,0,0,0,1
쑥스럽/VA,2,0,0,0
쓰/VA,0,0,0,3
쓰/VA 군/EF,0,0,0,1
쓰/VA ㄴ/ETM,0,0,0,2
쓰/VA ㄴ/ETM 소리/NNG,0,0,0,2
쓰/VV,0,2,0,9
쓰/VV 거나/EC,0,1,0,0
쓰/VV 거나/EC 인터뷰/NNG,0,1,0,0
쓰/VV 는/ETM,0,1,0,1
쓰/VV 는/ETM 물건/NNG,0,0,0,1
쓰/VV 는/ETM 사람/NNG,0,1,0,0
쓰/VV ㄹ/ETM,0,0,0,4
쓰/VV ㄹ/ETM 때/NNG,0,0,0,2
쓰/VV ㄹ/ETM 수/NNB,0,0,0,2
쓰/VV 어/EC,0,0,0,1
쓰/VV 어/EC 보/VX,0,0,0,1
쓰러지/VV,0,1,0,1
쓰러지/VV 지/EC,0,0,0,1
쓰러지/VV 지/EC 않/VX,0,0,0,1
쓰레기/NNG,0,0,0,1
쓰레기/NNG 봉투/NNG,0,0,0,1
쓰레기/NNG 봉투/NNG 로/JKB,0,0,0,1
쓸쓸/XR,1,1,0,1
쓸쓸/XR 하/XSA,1,1,0,1
쓸쓸/XR 하/XSA ㄴ/ETM,0,0,0,1
쓸쓸/XR 하/XSA ㅁ/ETN,1,0,0,0
씁쓸/XR,0,2,0,0
씁쓸/XR 하/XSA,0,2,0,0
씁쓸/XR 하/XSA ㅁ/ETN,0,1,0,0
씌우/VV,0,0,0,1
씌우/VV 었/EP,0,0,0,1
씌우/VV 었/EP 다/EF,0,0,0,1
씨/NNB,0,0,0,1
씨발/IC,0,0,0,1
아/EC,1,18,2,69
아/EC 가*/VV,0,0,0,1
아/EC 가/VX,0,2,0,2
아/EC 가지/VV,0,0,0,1
아/EC 가지/VV 고/EC,0,0,0,1
아/EC 걸/VV,0,1,0,0
아/EC 결국/NNG,0,1,0,0
아/EC 결국/NNG 죽/VV,0,1,0,0
아/EC 고통/NNG,0,1,0,0
아/EC 고통/NNG 을/JKO,0,1,0,0
아/EC 관심/NNG,0,0,0,1
아/EC 관심/NNG 이/JKS,0,0,0,1
아/EC 교육/NNG,0,0,0,1
아/EC 교육/NNG 을/JKO,0,0,0,1
아/EC 그래/IC,0,0,0,1
아/EC 그래/IC 나/NP,0,0,0,1
아/EC 나서/VV,0,0,0,1
아/EC 나약/XR,0,0,0,1
아/EC 나약/XR 하/XSA,0,0,0,1
아/EC 내/VX,0,0,1,0
아/EC 넘치/VV,0,0,0,1
아/EC 다시/MAG,0,0,0,1
아/EC 다시/MAG 시작/NNG,0,0,0,1
아/EC 떨어지/VV,0,0,0,1
아/EC 머리/NNG,0,0,0,2
아/EC 머리/NNG 도/JX,0,0,0,1
아/EC 머리/NNG 를/JKO,0,0,0,1
아/EC 먹/VV,0,0,0,1
아/EC 먹/VV 을/ETM,0,0,0,1
아/EC 버리/VX,0,0,0,1
아/EC 버리/VX 고/EC,0,0,0,1
아/EC 보/VX,0,0,0,2
아/EC 보/VX 아라/EC,0,0,0,1
아/EC 보/VX 아야/EC,0,0,0,1
아/EC 보이/VV,0,2,0,2
아/EC 보이/VV 지/EC,0,1,0,0
아/EC 산/NNG,0,0,0,1
아/EC 산/NNG 에/JKB,0,0,0,1
아/EC 살길/NNG,0,0,0,1
아/EC 살길/NNG 을/JKO,0,0,0,1
아/EC 상의/NNG,0,0,0,1
아/EC 상의/NNG 도/JX,0,0,0,1
아/EC 스스로/MAG,0,0,0,1
아/EC 스스로/MAG 하/VV,0,0,0,1
아/EC 쓰/VV,0,0,0,2
아/EC 약/NNG,0,0,0,1
아/EC 약/NNG 을/JKO,0,0,0,1
아/EC 언로/NNG,0,1,0,0
아/EC 언로/NNG 가/JKS,0,1,0,0
아/EC 역시/MAG,0,0,0,1
아/EC 역시/MAG 이색/NNG,0,0,0,1
아/EC 오/VX,0,0,0,3
아/EC 오/VX 던/ETM,0,0,0,1
아/EC 우리말/NNG,0,0,0,1
아/EC 우리말/NNG 로/JKB,0,0,0,1
아/EC 이런저런/MM,0,0,0,1
아/EC 이런저런/MM 얘기/NNG,0,0,0,1
아/EC 있/VX,0,0,0,5
아/EC 있/VX 는/ETM,0,0,0,1
아/EC 있/VX 다/EC,0,0,0,1
아/EC 있/VX 다/EF,0,0,0,1
아/EC 주/VX,0,3,0,7
아/EC 주/VX 고/EC,0,0,0,1
아/EC 주/VX ㄴ/ETM,0,0,0,1
아/EC 주/VX 는/ETM,0,0,0,1
아/EC 주/VX 니/EC,0,0,0,1
아/EC 주/VX ㄹ/ETM,0,0,0,1
아/EC 주/VX 어서/EC,0,1,0,0
아/EC 중국/NNP,0,0,0,1
아/EC 중국/NNP 과/JKB,0,0,0,1
아/EC 지/VX,1,2,1,13
아/EC 지/VX 고/EC,0,0,0,1
아/EC 지/VX 면/EC,0,0,0,1
아/EC 지/VX 었/EP,0,0,0,1
아/EC 지/VX 지/EC,0,0,0,1
아/EC 지속/NNG,0,0,0,1
아/EC 지속/NNG 되/XSV,0,0,0,1
아/EC 하/VV,0,0,0,1
아/EC 하/VV 는/ETM,0,0,0,1
아/EC 하/VX,0,2,0,2
아/EC 하/VX 는/ETM,0,1,0,0
아/EC 한/MM,0,0,0,1
아/EC 한/MM 숟가락/NNG,0,0,0,1
아/EC 훨씬/MAG,0,1,0,0
아/EC 훨씬/MAG 떨어지/VV,0,1,0,0
아/IC,0,0,0,1
아끼/VV,0,0,0,1
아끼/VV 어/EC,0,0,0,1
아끼/VV 어/EC 모으/VV,0,0,0,1
아내/NNG,0,0,0,1
아니/IC,0,0,0,1
아니/VCN,0,12,1,26
아니/VCN ㄴ가/EC,0,1,0,1
아니/VCN ㄴ가/EC 거리/NNG,0,0,0,1
아니/VCN ㄴ가/EC 하/VV,0,1,0,0
아니/VCN 다/EF,0,0,0,2
아니/VCN ㄹ/ETM,0,1,0,0
아니/VCN ㄹ/ETM 수/NNB,0,1,0,0
아니/VCN 라/EC,0,1,0,12
아니/VCN 라니까/EF,0,0,0,1
아니/VCN 면/EC,0,0,0,1
아니/VCN 면/EC 절대/MAG,0,0,0,1
아니/VCN ㅂ니까/EF,0,0,0,2
아니/VCN ㅂ니다/EF,0,0,0,1
아니/VCN 지만/EC,0,0,0,1
아니/VCN 지만/EC 연극/NNG,0,0,0,1
아도/EC,0,0,0,6
아도/EC 예술품/NNG,0,0,0,1
아도/EC 예술품/NNG 을/JKO,0,0,0,1
아들/NNG,0,0,0,1
아들/NNG 도/JX,0,0,0,1
아들/NNG 도/JX 낳/VV,0,0,0,1
아라/EC,0,0,0,1
아랑곳/NNG,0,0,1,1
아랑곳/NNG 하/XSV,0,0,1,1
아랑곳/NNG 하/XSV 지/EC,0,0,1,1
아름답/VA,0,0,0,10
아름답/VA 게/EC,0,0,0,1
아름답/VA 게/EC 성취/NNG,0,0,0,1
아름답/VA 다는/ETM,0,0,0,1
아름답/VA 다는/ETM 칭찬/NNG,0,0,0,1
아름답/VA ㅁ/ETN,0,0,0,2
아름답/VA ㅁ/ETN 이/VCP,0,0,0,1
아름답/VA 은/ETM,0,0,0,1
아름답/VA 지/EC,0,0,0,1
아름답/VA 지/EC 못하/VX,0,0,0,1
아마/MAG,0,0,0,1
아마/MAG 그때/NNG,0,0,0,1
아마/MAG 그때/NNG 이/VCP,0,0,0,1
아무/MM,0,0,0,2
아무/MM 것/NNB,0,0,0,2
아무/MM 것/NNB 도/JX,0,0,0,2
아무/NP,0,0,0,2
아무/NP 나/JX,0,0,0,1
아무/NP 나/JX 하/VV,0,0,0,1
아무/NP 도/JX,0,0,0,1
아무/NP 도/JX 저/NP,0,0,0,1
아무래도/MAG,0,0,0,1
아무런/MM,0,2,1,0
아무런/MM 보탬/NNG,0,1,0,0
아무런/MM 보탬/NNG 이/JKC,0,1,0,0
아무런/MM 응답/NNG,0,0,1,0
아무런/MM 응답/NNG 이/JKS,0,0,1,0
아무런/MM 제한/NNG,0,1,0,0
아무런/MM 제한/NNG 이/JKS,0,1,0,0
아무렇/VA,0,0,0,2
아무렇/VA ㄴ/ETM,0,0,0,2
아무렇/VA ㄴ/ETM 문제/NNG,0,0,0,2
아버지/NNG,0,0,0,2
아버지/NNG 공장장/NNG,0,0,0,1
아버지/NNG 공장장/NNG 님/XSN,0,0,0,1
아빠/NNG,0,0,0,1
아사/NNG,0,1,0,0
아서/EC,0,2,0,5
아서/EC ㄴ/JX,0,1,0,0
아서/EC ㄴ/JX 관심/NNG,0,1,0,0
아서/EC 는/JX,0,1,0,1
아서/EC 는/JX 안/MAG,0,1,0,1
아서/EC 하/VX,0,0,0,2
아서/EC 하/VX 는/ETM,0,0,0,2
아성/NNG,0,0,0,1
아쉬움/NNG,0,1,0,0
아쉬움/NNG 으로/JKB,0,1,0,0
아쉬움/NNG 으로/JKB 남/VV,0,1,0,0
아쉽/VA,0,1,0,0
아쉽/VA ㄴ/ETM,0,1,0,0
아쉽/VA ㄴ/ETM 것/NNB,0,1,0,0
아스팔트/NNG,0,0,0,1
아스팔트/NNG 포장/NNG,0,0,0,1
아시아/NNP,0,0,0,2
아시아/NNP 작가/NNG,0,0,0,1
아시아/NNP 작가/NNG 상/XSN,0,0,0,1
아시아/NNP 지역/NNG,0,0,0,1
아시아/NNP 지역/NNG 으로/JKB,0,0,0,1
아야/EC,0,0,0,54
아야/EC 겠/EP,0,0,0,1
아야/EC 겠/EP 어/EF,0,0,0,1
아야/EC 되/VV,0,0,0,1
아야/EC 되/VV 니까/EF,0,0,0,1
아야/EC 하/VV,0,0,0,2
아야/EC 하/VX,0,0,0,47
아야/EC 하/VX 겠/EP,0,0,0,2
아야/EC 하/VX ㄴ다/EF,0,0,0,2
아야/EC 하/VX ㄴ다고/EC,0,0,0,1
아야/EC 하/VX ㄹ/ETM,0,0,0,3
아야지/EF,0,0,0,1
아연/MAG,0,1,0,0
아연/MAG 하/XSA,0,1,0,0
아연/MAG 하/XSA 게/EC,0,1,0,0
아예/MAG,0,1,0,3
아예/MAG 거부/NNG,0,1,0,0
아예/MAG 거부/NNG 하/XSV,0,1,0,0
아요/EF,0,0,0,2
아울러/MAG,0,0,0,1
아이/NNG,0,1,0,7
아이/NNG 들/XSN,0,0,0,7
아이/NNG 들/XSN 에/JKB,0,0,0,1
아이/NNG 들/XSN 에게/JKB,0,0,0,1
아이/NNG 들/XSN 을/JKO,0,0,0,1
아이/NNG 들/XSN 의/JKG,0,0,0,1
아이/NNG 들/XSN 이/JKS,0,0,0,2
아이/NNG 들/XSN 하고*/JC,0,0,0,1
아이/NNG 마음/NNG,0,1,0,0
아이/NNG 마음/NNG 에/JKB,0,1,0,0
아이러니/NNG,0,1,0,0
아이러니/NNG 를/JKO,0,1,0,0
아이러니/NNG 를/JKO 낳/VV,0,1,0,0
아주/MAG,0,1,0,3
아주/MAG 많이/MAG,0,1,0,0
아주/MAG 많이/MAG 마렵/VA,0,1,0,0
아주/MAG 반응/NNG,0,0,0,1
아주/MAG 반응/NNG 이/JKS,0,0,0,1
아주/MAG 비슷/XR,0,0,0,1
아주/MAG 비슷/XR 하/XSA,0,0,0,1
아주/MAG 자유/NNG,0,0,0,1
아주/MAG 자유/NNG 롭/XSA,0,0,0,1
아직/MAG,0,2,0,3
아직/MAG 까지/JX,0,0,0,1
아직/MAG 까지/JX 는/JX,0,0,0,1
아직/MAG 도/JX,0,0,0,1
아직/MAG 멀/VA,0,1,0,0
아직/MAG 자리/NNG,0,0,0,1
아직/MAG 자리/NNG 를/JKO,0,0,0,1
아직/MAG 확실히/MAG,0,1,0,0
아직/MAG 확실히/MAG 밝히/VV,0,1,0,0
아침/NNG,0,0,0,1
아침/NNG 공기/NNG,0,0,0,1
아침/NNG 공기/NNG 가/JKS,0,0,0,1
아파트/NNG,0,1,0,0
아파트/NNG 숲/NNG,0,1,0,0
아파트/NNG 숲/NNG 을/JKO,0,1,0,0
아프/VA,0,3,0,2
아프/VA 고/EC,0,0,0,1
아프/VA 고/EC 귀/NNG,0,0,0,1
아프/VA ㄴ/ETM,0,1,0,0
아프/VA ㄴ/ETM 몸/NNG,0,1,0,0
아프/VA 아/EC,0,0,0,1
아프/VA 아/EC 약/NNG,0,0,0,1
아픔/NNG,0,2,0,2
아픔/NNG 을/JKO,0,0,0,1
아픔/NNG 을/JKO 어루만지/VV,0,0,0,1
아픔/NNG 이/JKS,0,0,0,1
아픔/NNG 이/JKS 다/MAG,0,0,0,1
악기/NNG,0,1,0,0
악기/NNG 를/JKO,0,1,0,0
악기/NNG 를/JKO 구입/NNG,0,1,0,0
악수/NNG,0,0,0,1
악수/NNG 를/JKO,0,0,0,1
악수/NNG 를/JKO 청/NNG,0,0,0,1
악재/NNG,0,1,0,0
악절/NNG,0,0,0,1
악절/NNG 의/JKG,0,0,0,1
악절/NNG 의/JKG 확대/NNG,0,0,0,1
악화/NNG,0,1,0,0
악화/NNG 하/XSV,0,1,0,0
안/MAG,0,7,0,9
안/MAG 되/VV,0,3,0,7
안/MAG 되/VV ㄴ다/EF,0,0,0,1
안/MAG 되/VV 는/ETM,0,0,0,1
안/MAG 되/VV 리란/ETM,0,0,0,1
안/MAG 되/VV 면/EC,0,0,0,1
안/MAG 되/XSV,0,1,0,0
안/MAG 들이/VV,0,1,0,0
안/MAG 들이/VV 고/EC,0,1,0,0
안/MAG 쓰/VV,0,0,0,1
안/MAG 쓰/VV 는/ETM,0,0,0,1
안/MAG 주/VV,0,1,0,0
안/MAG 하/VV,0,1,0,1
안/MAG 하/VV ㄴ다/EC,0,0,0,1
안/MAG 하/VV 았/EP,0,1,0,0
안/NNG,0,0,0,3
안/NNG 에서/JKB,0,0,0,1
안/NNG 에서/JKB 작품/NNG,0,0,0,1
안/NNG 하/XSV,0,0,0,1
안/NNG 하/XSV 겠/EP,0,0,0,1
안/VV,0,1,0,1
안개/NNG,0,0,1,0
안개/NNG 와/JKB,0,0,1,0
안개/NNG 와/JKB 같/VA,0,0,1,0
안무가/NNG,0,0,0,1
안방/NNG,0,0,0,1
안방/NNG 요리/NNG,0,0,0,1
안방/NNG 요리/NNG 학원/NNG,0,0,0,1
안보/NNG,0,0,0,1
안보/NNG 태세/NNG,0,0,0,1
안보/NNG 태세/NNG 를/JKO,0,0,0,1
안스럽/VA,0,1,0,0
안전/NNG,0,2,0,2
안전/NNG 불감증/NNG,0,1,0,0
안전/NNG 사고/NNG,0,1,0,0
안전/NNG 하/XSA,0,0,0,2
안전/NNG 하/XSA ㄴ/ETM,0,0,0,1
안절부절못하/VV,0,0,0,1
안정/NNG,0,0,0,1
안타까워하/VV,0,1,0,0
안타깝/VA,0,2,0,0
앉/VV,0,0,0,1
앉/VV 아/EC,0,0,0,1
않/VV,0,1,0,0
않/VX,0,42,3,43
않/VX 겠/EP,0,1,0,2
않/VX 겠/EP 다고/EC,0,0,0,1
않/VX 겠/EP 지요/EF,0,0,0,1
않/VX 고/EC,0,1,1,2
않/VX 고/EC 최고/NNG,0,1,0,0
않/VX 기/ETN,0,0,0,1
않/VX 기/ETN 위하/VV,0,0,0,1
않/VX 는/ETM,0,2,0,1
않/VX 는/ETM 우리/NP,0,0,0,1
않/VX 는/ETM 호전/NNG,0,1,0,0
않/VX 는다/EF,0,0,0,1
않/VX 습니다/EF,0,0,0,1
않/VX 아/EC,0,0,0,1
않/VX 아요/EF,0,0,0,1
않/VX 았/EP,0,0,0,2
않/VX 았/EP 는데/EC,0,0,0,1
않/VX 았/EP 던가/EF,0,0,0,1
않/VX 으면/EC,0,0,0,5
않/VX 으면/EC 공멸/NNG,0,0,0,1
않/VX 으면/EC 아름답/VA,0,0,0,1
않/VX 으면/EC 안/MAG,0,0,0,2
않/VX 으면/EC 얼마/NNG,0,0,0,1
않/VX 은/ETM,0,4,0,0
않/VX 은/ETM 논란/NNG,0,1,0,0
않/VX 은/ETM 부담/NNG,0,1,0,0
않/VX 은/ETM 일/NNG,0,1,0,0
않/VX 을/ETM,0,1,0,3
않/VX 을/ETM 수/NNB,0,1,0,3
않/VX 을까/EC,0,0,0,1
않/VX 을까/EC 싶/VX,0,0,0,1
않/VX 을까/EF,0,0,0,1
않/VX 을까요/EF,0,0,0,1
알/VV,0,1,1,9
알/VV 게/EC,0,0,0,1
알/VV 게/EC 되도록/MAG,0,0,0,1
알/VV 고/EC,0,0,0,2
알/VV 고/EC 다가가/VV,0,0,0,1
알/VV 고/EC 있/VX,0,0,0,1
알/VV 기/ETN,0,0,0,1
알/VV 기/ETN 쉽/VA,0,0,0,1
알/VV ㄹ/ETM,0,0,1,2
알/VV ㄹ/ETM 수/NNB,0,0,1,2
알/VV 시/EP,0,0,0,1
알/VV 시/EP ㅂ니까/EF,0,0,0,1
알/VV 지/EC,0,1,0,0
알/VV 지/EC 못하/VX,0,1,0,0
알뜰/NNG,0,0,0,1
알뜰/NNG 바람/NNG,0,0,0,1
알뜰히/MAG,0,0,0,1
알뜰히/MAG 살/VV,0,0,0,1
알뜰히/MAG 살/VV 아야/EC,0,0,0,1
알리/VV,0,0,0,12
알리/VV 어/EC,0,0,0,8
알리/VV 어/EC 지/VX,0,0,0,8
알리/VV 어야만/EC,0,0,0,1
알리/VV 어야만/EC 하/VX,0,0,0,1
알쏭달쏭/MAG,0,0,0,1
알쏭달쏭/MAG 하/XSV,0,0,0,1
알코올/NNG,0,1,0,0
알코올/NNG 중독/NNG,0,1,0,0
알코올/NNG 중독/NNG 으로/JKB,0,1,0,0
앓/VV,0,1,0,1
앓/VV 기/ETN,0,0,0,1
앓/VV 기/ETN 도/JX,0,0,0,1
암흑/NNG,0,0,0,1
암흑/NNG 의/JKG,0,0,0,1
암흑/NNG 의/JKG 시대/NNG,0,0,0,1
압도/NNG,0,2,0,1
압도/NNG 적/XSN,0,2,0,1
압도/NNG 적/XSN 이/VCP,0,2,0,0
압도/NNG 적/XSN 지지/NNG,0,0,0,1
압박/NNG,0,0,0,1
압박/NNG 을/JKO,0,0,0,1
압박/NNG 을/JKO 가하/VV,0,0,0,1
앗/VV,0,1,0,0
앗/VV 아/EC,0,1,0,0
앗/VV 아/EC 가/VX,0,1,0,0
았/EP,0,9,0,32
았/EP 고/EC,0,0,0,1
았/EP 나/EC,0,1,0,0
았/EP 네/EF,0,0,0,2
았/EP 는데/EC,0,0,0,4
았/EP 는데/EC 배/NNP,0,0,0,1
았/EP 는데/EC 어떤/MM,0,0,0,1
았/EP 는지/EC,0,0,0,1
았/EP 는지/EC 를/JKO,0,0,0,1
았/EP 다/EC,0,0,0,1
았/EP 다/EF,0,0,0,8
았/EP 다가/EC,0,0,0,1
았/EP 다가/EC 꿀통/NNG,0,0,0,1
았/EP 다는/ETM,0,1,0,0
았/EP 다는/ETM 말/NNG,0,1,0,0
았/EP 던/ETM,0,2,0,2
았/EP 던/ETM 것/NNB,0,0,0,1
았/EP 던/ETM 과거/NNG,0,1,0,0
았/EP 던/ETM 디자이너/NNG,0,0,0,1
았/EP 던/ETM 충격/NNG,0,1,0,0
았/EP 던가/EF,0,1,0,1
았/EP 습니다/EF,0,0,0,4
았/EP 어요/EF,0,0,0,1
았/EP 으나/EC,0,0,0,1
았/EP 으니/EC,0,0,0,1
았/EP 으니/EC 세속/NNG,0,0,0,1
았/EP 으련만/EC,0,1,0,0
았/EP 으면/EC,0,1,0,0
았/EP 으면/EC 좋/VA,0,1,0,0
았/EP 지/EC,0,0,0,2
았었/EP,0,0,0,1
았었/EP 는데/EC,0,0,0,1
앙상/XR,0,1,0,0
앙상/XR 하/XSA,0,1,0,0
앙상/XR 하/XSA 게/EC,0,1,0,0
앞/NNG,0,1,0,5
앞/NNG 길/NNG,0,1,0,0
앞/NNG 길/NNG 은/JX,0,1,0,0
앞/NNG 다투/VV,0,0,0,1
앞/NNG 다투/VV 어/EC,0,0,0,1
앞/NNG 에/JKB,0,0,0,1
앞/NNG 에/JKB 나서/VV,0,0,0,1
앞/NNG 에서/JKB,0,0,0,2
앞/NNG 에서/JKB 바느질/NNG,0,0,0,1
앞/NNG 으로/JKB,0,0,0,1
앞/NNG 으로/JKB 항균/NNG,0,0,0,1
앞서/VV,0,1,0,0
앞장/NNG,0,0,0,1
